F_tjek_id,T_tjek_id,F_dkvejeid,T_dkvejeid,F_edge_dir,T_edge_dir
4001514,4000092,217669,217680,ft,tf
4001515,4001514,217670,217669,tf,tf
4000092,4001514,217680,217669,ft,tf
4000082,4001514,217700,217669,ft,tf
1036853,1036858,211379,211381,tf,ft
1036858,1036857,211381,211380,tf,tf
1036991,1041932,215119,215126,ft,ft
1036990,1041932,215120,215126,ft,ft
1041932,1036990,215126,215120,tf,tf
1041932,1036991,215126,215119,tf,tf
1036857,1042004,211380,211383,tf,ft
1042004,1039938,211383,211432,tf,tf
1036991,1041931,215119,215124,tf,ft
1041936,1041931,215121,215124,ft,ft
1041931,1036991,215124,215119,tf,ft
1041931,1041936,215124,215121,tf,tf
1043016,1035817,219778,220183,tf,tf
1043016,1035981,219778,220184,tf,tf
1035817,1043016,220183,219778,ft,ft
1035981,1043016,220184,219778,ft,ft
1036978,1036969,211891,211892,tf,tf
1036969,1036978,211892,211891,ft,ft
1036969,1041936,211892,215121,ft,ft
1041936,1036969,215121,211892,tf,tf
4045795,4045793,210952,211587,tf,ft
1037110,4045793,211377,211587,ft,ft
4045793,4045795,211587,210952,tf,ft
4045793,1037110,211587,211377,tf,tf
4043463,4043463,219325,219325,ft,tf
1046266,1046262,158058,158062,tf,ft
1046262,1046266,158062,158058,tf,ft
4001469,4000088,217673,217682,ft,tf
4001468,4000088,217674,217682,tf,tf
4000088,4001468,217682,217674,ft,ft
4000088,4001469,217682,217673,ft,tf
1034857,1035217,217665,217661,ft,tf
4042099,1035217,217666,217661,tf,tf
1036984,4163147,215122,215127,ft,ft
1036985,4163147,215123,215127,ft,ft
4163147,1036984,215127,215122,tf,tf
4163147,1036985,215127,215123,tf,tf
1040073,1040073,219250,219250,ft,tf
1046268,4032027,157120,157123,ft,ft
1046268,1046261,157120,157122,ft,ft
1046261,1046268,157122,157120,tf,tf
4032027,1046268,157123,157120,tf,tf
1036968,4163149,215118,215125,ft,ft
1036985,4163149,215123,215125,tf,ft
4163149,1036985,215125,215123,tf,ft
4163149,1036968,215125,215118,tf,tf
4043476,4043476,219277,219277,ft,tf
1063621,1054767,160072,160074,tf,tf
1063462,1054767,160073,160074,tf,tf
1054767,1063464,160074,160092,ft,tf
1054767,1063462,160074,160073,ft,ft
1054767,1063621,160074,160072,ft,ft
1063464,1054767,160092,160074,ft,tf
1045305,1045312,157979,157980,tf,tf
1043032,1035981,219776,220184,tf,ft
1043032,1035983,219776,220182,tf,tf
1035983,1035983,220182,220182,ft,tf
1035983,1043032,220182,219776,ft,ft
1035981,1035981,220184,220184,tf,ft
1035981,1043032,220184,219776,tf,ft
1039933,1041272,220109,220111,ft,ft
1041272,1039933,220111,220109,tf,tf
1041272,1039875,220111,220112,tf,ft
1039875,1041272,220112,220111,tf,ft
1041916,1037027,211928,211932,tf,tf
1036961,1036961,211929,211929,ft,tf
1036961,1041916,211929,211928,ft,ft
1037027,1037027,211932,211932,ft,tf
4046806,1041851,210917,210916,tf,ft
1045840,1045413,162852,162891,ft,ft
1045413,1045840,162891,162852,tf,tf
1039938,1039932,211432,211447,tf,tf
1063620,4032428,156322,156323,ft,tf
4032428,1063620,156323,156322,ft,tf
1041344,1035007,220078,220080,ft,ft
1035007,1041344,220080,220078,tf,tf
1035007,1039933,220080,220109,tf,ft
1039933,1035007,220109,220080,tf,ft
1039867,1039867,211430,211430,tf,ft
1035812,1035812,220181,220181,ft,tf
1037032,1037032,211899,211899,ft,tf
1037032,1041910,211899,212300,ft,tf
1037033,1037033,211901,211901,tf,ft
1041910,1037033,212300,211901,ft,ft
1041766,1037211,211593,212226,tf,tf
1037060,1037060,211898,211898,tf,ft
1037060,1041766,211898,211593,tf,ft
1037211,1037211,212226,212226,ft,tf
1034582,1034582,211897,211897,tf,ft
1034582,1038779,211897,212298,tf,tf
1039918,1039918,212227,212227,ft,tf
1039918,1038779,212227,212298,ft,tf
1038779,1034582,212298,211897,ft,ft
1038779,1039918,212298,212227,ft,tf
1037034,1037034,211902,211902,ft,tf
1037034,1041907,211902,211905,ft,tf
1037037,1037037,211904,211904,tf,ft
1041907,1041907,211905,211905,ft,tf
1041907,1037037,211905,211904,ft,ft
1034583,1034583,211908,211908,ft,tf
1034583,1034537,211908,211920,ft,tf
1036667,1036667,211909,211909,tf,ft
1034537,1036667,211920,211909,ft,ft
4043463,4043463,219325,219325,tf,ft
4043447,4043447,219617,219617,ft,tf
1041939,1036970,211933,211915,tf,ft
1036746,1036746,211449,211449,tf,ft
1034794,1034794,211451,211451,ft,tf
1034794,4005084,211451,211446,ft,ft
1040102,1034886,211913,211922,ft,ft
1041983,1041983,211849,211849,tf,ft
1044579,1046260,157988,157989,ft,tf
1046260,1044579,157989,157988,ft,tf
1046263,1046267,157986,157987,ft,tf
1046267,1046263,157987,157986,ft,tf
1040009,1040009,219616,219616,ft,tf
4043447,4043447,219617,219617,tf,ft
4043447,1042549,219617,219697,tf,tf
4043568,4043447,219626,219617,ft,ft
4043568,1042549,219626,219697,ft,tf
1042549,1040009,219697,219616,ft,tf
1042549,4043568,219697,219626,ft,tf
1035991,1035991,218129,218129,ft,tf
1035991,1035993,218129,219765,ft,ft
1035993,1035812,219765,220181,tf,ft
1035993,1035991,219765,218129,tf,tf
1035812,1035812,220181,220181,tf,ft
1035812,1035993,220181,219765,tf,ft
4046836,4046836,211858,211858,ft,tf
4045668,4045668,211918,211918,tf,ft
4045668,4045666,211918,211859,tf,tf
1045320,1045373,157955,157984,tf,tf
1045373,1045320,157984,157955,ft,ft
1045373,1045315,157984,158013,ft,ft
1045373,1045313,157984,157985,ft,ft
1045313,1045373,157985,157984,tf,tf
1045315,1045373,158013,157984,tf,tf
1038839,1042572,220007,220067,tf,ft
1042572,1038839,220067,220007,tf,ft
1035762,1035762,219396,219396,ft,tf
1034586,1034587,212215,212278,tf,tf
1034586,1040130,212215,212211,tf,tf
1034587,1040130,212278,212211,ft,tf
1039918,1040130,212227,212211,tf,ft
4045896,4046845,211844,211845,ft,tf
4046845,4046845,211845,211845,ft,tf
4046855,4046855,211847,211847,tf,ft
4046855,4045896,211847,211844,tf,tf
1041340,1035009,219751,219755,ft,ft
1035009,1041340,219755,219751,tf,tf
1035009,1041342,219755,220079,tf,ft
1041342,1035009,220079,219755,tf,ft
1042176,1042176,216287,216287,ft,tf
1042150,1035220,216354,216355,tf,tf
1035991,1035991,218129,218129,tf,ft
1035991,1035997,218129,219781,tf,ft
1035995,1035995,218131,218131,ft,tf
1035995,1035997,218131,219781,ft,ft
1035997,1035991,219781,218129,tf,ft
1035997,1035995,219781,218131,tf,tf
1040009,1040009,219616,219616,tf,ft
1035749,1035749,219618,219618,tf,ft
1035749,1043046,219618,219622,tf,ft
1043046,1040074,219622,219625,tf,tf
1040074,1040074,219625,219625,ft,tf
1035902,1035902,219619,219619,tf,ft
1035902,1042550,219619,219696,tf,tf
1040082,1040082,219621,219621,ft,tf
1042550,1040082,219696,219621,ft,tf
1035749,1035749,219618,219618,ft,tf
1035750,1035750,219620,219620,ft,tf
1035750,1043047,219620,219623,ft,ft
1043047,1035749,219623,219618,tf,tf
1039917,1035010,219750,219753,ft,ft
1041340,1035010,219751,219753,tf,ft
1035010,1039917,219753,219750,tf,tf
1035010,1041340,219753,219751,tf,ft
1039899,1039899,211453,211453,tf,ft
1039899,4045576,211453,211685,tf,ft
4045576,1035111,211685,211725,tf,ft
1035111,1035111,211725,211725,tf,ft
1037212,1037212,212212,212212,tf,ft
1040180,1037214,212255,212279,ft,tf
1037214,1037212,212279,212212,ft,ft
1036889,1036889,211692,211692,tf,ft
1036893,1036893,211693,211693,ft,tf
1036893,1036891,211693,211852,ft,ft
1036891,1036889,211852,211692,tf,ft
1037057,1041913,212280,212291,ft,ft
1041764,1041913,212281,212291,tf,ft
1037215,1041913,212284,212291,tf,ft
1041913,1041764,212291,212281,tf,ft
1041913,1037215,212291,212284,tf,ft
1041913,1037057,212291,212280,tf,tf
1042176,1042176,216287,216287,tf,ft
1043047,4042410,219623,219610,ft,ft
1036893,1036893,211693,211693,tf,ft
1039795,1039795,211694,211694,ft,tf
1039795,1041979,211694,211799,ft,ft
1041979,1036893,211799,211693,tf,ft
331179,332082,532310,532312,tf,tf
332082,331179,532312,532310,ft,ft
1034389,1037100,211680,211729,ft,tf
4045672,1037100,211681,211729,tf,tf
1041866,1037100,211699,211729,tf,tf
1037100,1041866,211729,211699,ft,ft
1037100,1034389,211729,211680,ft,tf
1037100,4045672,211729,211681,ft,ft
4159378,4159379,219435,219734,ft,ft
4159379,4159378,219734,219435,tf,tf
4159382,4159377,219434,219733,ft,ft
4159377,4159382,219733,219434,tf,tf
1045413,1045413,162891,162891,ft,tf
1038879,1037123,212172,212171,tf,tf
4045810,4045810,212173,212173,ft,tf
4045810,1038879,212173,212172,ft,ft
4159380,4159381,219433,219732,ft,ft
4159381,4159380,219732,219433,tf,tf
4005080,1034794,210963,211451,tf,ft
1034794,1034794,211451,211451,tf,ft
1039794,1039794,211726,211726,ft,tf
1039794,4005080,211726,210963,ft,ft
1037048,1041901,211708,211723,tf,tf
1037053,1041901,211709,211723,ft,tf
1041901,1037053,211723,211709,ft,tf
1041901,1037048,211723,211708,ft,ft
4159372,4159373,219432,219731,ft,ft
4159373,4159372,219731,219432,tf,tf
1037050,1041902,211701,211721,ft,tf
1037052,1041902,211702,211721,ft,tf
1041902,1037052,211721,211702,ft,tf
1041902,1037050,211721,211701,ft,tf
1034778,1034778,211711,211711,ft,tf
1036886,1036886,211719,211719,tf,ft
1041984,1036886,211807,211719,tf,ft
216877,218671,544040,544042,tf,tf
216877,216885,544040,544041,tf,ft
216885,216877,544041,544040,tf,ft
218671,216877,544042,544040,ft,ft
4159371,4159376,219441,219506,tf,tf
4159376,4159371,219506,219441,ft,ft
4159375,4159374,219440,219505,tf,tf
4159374,4159375,219505,219440,ft,ft
1045340,1045497,158129,158133,ft,tf
1045497,1045324,158133,158136,ft,tf
1045497,1045340,158133,158129,ft,tf
1045324,1045497,158136,158133,ft,tf
1042067,1042067,211060,211060,tf,ft
4031956,4032350,156475,156647,ft,tf
4032350,4032350,156647,156647,ft,tf
4032350,4031956,156647,156475,ft,tf
218460,217835,544017,544036,tf,tf
218460,216890,544017,544035,tf,tf
216890,218460,544035,544017,ft,ft
217835,218460,544036,544017,ft,ft
1038849,1042641,219532,219529,tf,ft
4042250,4043658,219453,219465,tf,ft
4042250,4043616,219453,219459,tf,tf
4043658,4042250,219465,219453,tf,ft
4032161,4028777,162288,162289,ft,tf
4028777,4028824,162289,163327,ft,ft
4028777,4032161,162289,162288,ft,tf
4028824,4028777,163327,162289,tf,tf
1040157,1034581,210980,210982,tf,ft
1036662,1036662,210981,210981,tf,ft
1036662,1040157,210981,210980,tf,ft
1034581,1034581,210982,210982,tf,ft
4031517,1064011,156354,156389,tf,tf
4031515,1064011,156355,156389,ft,tf
1064011,4031517,156389,156354,ft,ft
1064011,4031515,156389,156355,ft,tf
1035932,4088150,219482,219485,ft,tf
1042067,1042067,211060,211060,ft,tf
1037226,1037230,212238,212239,ft,ft
1037230,1037230,212239,212239,tf,ft
4082865,4082863,211031,211032,ft,ft
4082863,4082865,211032,211031,tf,tf
4043616,4043616,219459,219459,tf,ft
4043616,1040040,219459,219470,tf,ft
4043616,1040042,219459,219473,tf,tf
1040040,1039994,219470,219475,tf,tf
1040040,4043616,219470,219459,tf,ft
1040042,4043616,219473,219459,ft,ft
1040042,1039994,219473,219475,ft,tf
1039994,1039994,219475,219475,ft,tf
1039994,1040042,219475,219473,ft,tf
1039994,1040040,219475,219470,ft,ft
1035767,1035767,219399,219399,tf,ft
1042771,4045313,214116,214592,ft,ft
1043196,1043196,214591,214591,ft,tf
1043196,1042771,214591,214116,ft,tf
4045313,4045313,214592,214592,tf,ft
1035272,1035272,216556,216556,ft,tf
1064009,1063612,160131,221501,tf,ft
1063612,1064009,221501,160131,tf,ft
1037222,1037227,212241,212242,tf,tf
1037227,1037222,212242,212241,ft,ft
1037227,1037224,212242,212249,ft,tf
1037045,1037045,210984,210984,tf,ft
1040153,1040153,211095,211095,ft,tf
4045464,1034383,210974,210975,ft,ft
1034383,4045677,210975,210978,tf,ft
1034383,4045464,210975,210974,tf,tf
4045677,1034383,210978,210975,tf,ft
4045475,4045474,211029,211035,tf,tf
4045474,4045485,211035,211033,ft,tf
4045474,4045475,211035,211029,ft,ft
4045474,4045537,211035,211156,ft,tf
1042055,1042055,211046,211046,tf,ft
1038797,1042055,211061,211046,tf,ft
1038802,1038802,211185,211185,ft,tf
1038802,1038797,211185,211061,ft,ft
4032413,4032413,156705,156705,tf,ft
4032392,4032392,157131,157131,ft,tf
1040038,1040038,217287,217287,tf,ft
1040038,1040023,217287,217295,tf,ft
1040038,1043295,217287,217289,tf,ft
1043295,1040038,217289,217287,tf,ft
1043295,1039994,217289,219475,tf,ft
1040023,1039994,217295,219475,tf,ft
1040023,1040038,217295,217287,tf,ft
1039994,1039994,219475,219475,tf,ft
1039994,1040023,219475,217295,tf,ft
1042060,1036766,211054,211057,tf,ft
1036766,1036766,211057,211057,tf,ft
1036766,1042060,211057,211054,tf,ft
1036756,1036756,211215,211215,ft,tf
1036756,1042060,211215,211054,ft,ft
1041895,1041775,211664,211099,tf,tf
1040153,1040153,211095,211095,tf,ft
1037061,1037061,211096,211096,tf,ft
1037061,4045679,211096,211093,tf,ft
1037061,1037061,211096,211096,ft,tf
1037073,1037073,211098,211098,ft,tf
1041767,1037231,212245,212267,ft,tf
1037209,1037231,212246,212267,tf,tf
1037208,1037231,212253,212267,tf,tf
1037231,1037209,212267,212246,ft,ft
1037231,1037208,212267,212253,ft,ft
1037231,1041767,212267,212245,ft,tf
4053413,1150440,99709,99717,tf,tf
1150440,4053413,99717,99709,ft,ft
4045329,4045329,211212,211212,ft,tf
4045330,4045330,211216,211216,tf,ft
4045330,4045333,211216,211214,tf,ft
1063630,1063683,160132,160133,ft,ft
1042473,1035785,216379,216378,ft,ft
1035774,1042473,216384,216379,tf,tf
1036058,1036058,217457,217457,tf,ft
1036058,4100557,217457,217459,tf,ft
1036076,1036058,217458,217457,tf,ft
1036076,4100557,217458,217459,tf,ft
4100557,1036058,217459,217457,tf,ft
1036759,1036756,211200,211215,ft,ft
1039825,1039825,211211,211211,ft,tf
1039825,1036759,211211,211200,ft,tf
1036756,1036756,211215,211215,tf,ft
4100557,4105504,217459,217461,ft,ft
1036763,1038800,214268,211369,tf,tf
1043059,1043059,211092,211092,tf,ft
1037206,1041754,212120,212251,ft,ft
1037235,1041754,212250,212251,tf,ft
1041754,1037235,212251,212250,tf,ft
1041754,1037206,212251,212120,tf,tf
1037206,1041768,212120,212247,tf,ft
1037197,1041768,212182,212247,ft,ft
1041768,1037206,212247,212120,tf,ft
1041768,1037197,212247,212182,tf,tf
1035308,1035308,216541,216541,ft,tf
1041744,4046854,212100,212101,tf,tf
1037255,4046854,212105,212101,ft,tf
1043055,4045687,211067,211068,ft,tf
1043055,1037073,211067,211098,ft,ft
4045687,1043055,211068,211067,ft,tf
1037073,1043055,211098,211067,tf,tf
1034556,4046854,212119,212101,tf,ft
1041776,4046854,212128,212101,ft,ft
1035683,1042420,216705,216761,tf,ft
1037197,1041774,212182,212185,tf,tf
1037200,1041774,212183,212185,ft,tf
1041774,1037200,212185,212183,ft,tf
1041774,1038771,212185,212270,ft,ft
1041774,1037197,212185,212182,ft,ft
1038771,1041774,212270,212185,tf,tf
1041742,1041741,212087,212086,tf,ft
1041743,1041742,212088,212087,ft,ft
1036834,1036304,214211,214602,ft,tf
1036834,1034758,214211,214603,ft,ft
1036304,1036834,214602,214211,ft,tf
1034758,1036834,214603,214211,tf,tf
1034765,1036835,214171,214212,ft,ft
1063787,1063787,156608,156608,tf,ft
1063788,1063788,156610,156610,ft,tf
1063788,1052719,156610,156616,ft,tf
1052719,1063787,156616,156608,ft,ft
4028652,4028717,163108,163301,ft,tf
4028652,4028718,163108,163109,ft,ft
4028718,4028652,163109,163108,tf,tf
4028717,4028652,163301,163108,ft,tf
1037066,1041892,212184,212205,tf,tf
1037203,1041892,212204,212205,ft,tf
1041892,1037203,212205,212204,ft,tf
1041892,1037066,212205,212184,ft,ft
1035588,1042386,216791,216793,ft,ft
1037258,1037260,212102,212106,tf,tf
1037255,1037255,212105,212105,tf,ft
1037255,1037258,212105,212102,tf,ft
1037260,1037260,212106,212106,ft,tf
1034644,1040025,216913,216928,tf,ft
1042050,1036779,211364,214266,ft,tf
1042050,4046837,211364,211366,ft,ft
4046837,1042050,211366,211364,tf,tf
1036779,1042050,214266,211364,ft,tf
1036668,1036668,211181,211181,ft,tf
1036668,1034570,211181,211183,ft,ft
1034570,1034735,211183,211197,tf,tf
1034735,1034735,211197,211197,ft,tf
1034646,1034646,216921,216921,tf,ft
1034646,1040025,216921,216928,tf,tf
1039823,1034737,211086,211079,tf,ft
1035212,1042146,216544,216566,tf,ft
1042146,1035212,216566,216544,tf,ft
1035680,1042415,216698,216710,tf,tf
1038773,1041770,212188,212203,ft,ft
1038773,1041892,212188,212205,ft,ft
1041770,1038773,212203,212188,tf,tf
1041892,1038773,212205,212188,tf,tf
1037063,4001487,212186,212190,ft,ft
1034564,4001487,212209,212190,tf,ft
1037063,1037065,212186,212210,tf,tf
1037076,1037065,212189,212210,ft,tf
1037065,1037063,212210,212186,ft,ft
1037065,1037076,212210,212189,ft,tf
1036786,1036821,214177,214601,tf,tf
1036783,1036783,214600,214600,tf,ft
1036783,1036786,214600,214177,tf,ft
1036821,1036821,214601,214601,ft,tf
4055224,1034937,211221,211225,ft,ft
1034937,4055224,211225,211221,tf,tf
1063639,1063635,160153,160158,ft,tf
1063636,1063635,160154,160158,tf,tf
1063635,1063449,160158,160159,ft,tf
1063635,1063639,160158,160153,ft,tf
1063635,1063636,160158,160154,ft,ft
1063449,1063635,160159,160158,ft,tf
1036820,1036820,214596,214596,ft,tf
1036821,1036821,214601,214601,tf,ft
1053318,4032373,156589,156591,tf,tf
4032373,1052910,156591,156586,ft,ft
4032373,1053318,156591,156589,ft,ft
1052777,1052777,156594,156594,ft,tf
1052777,1053343,156594,156597,ft,ft
1053343,1053344,156597,156605,tf,ft
1053344,1053344,156605,156605,tf,ft
4043620,4043620,217272,217272,tf,ft
1063527,1063527,156603,156603,tf,ft
1063527,1063175,156603,156611,tf,tf
1063536,1063536,156614,156614,ft,tf
1042184,1042184,216742,216742,ft,tf
4032375,4032375,156338,156338,tf,ft
4032375,4032091,156338,156337,tf,tf
4032410,4032410,156371,156371,ft,tf
1041736,1041736,212135,212135,ft,tf
4043620,4043620,217272,217272,ft,tf
1039821,1039865,217552,217550,ft,ft
1136173,1136311,56544,56546,ft,tf
1136178,1136311,56545,56546,tf,tf
1136311,1136173,56546,56544,ft,tf
1136311,1136178,56546,56545,ft,ft
1039815,1038817,221139,214152,tf,ft
1063785,1063785,156602,156602,tf,ft
1039820,1039820,217553,217553,tf,ft
1039820,1036048,217553,217578,tf,tf
4001416,1039865,217566,217550,tf,tf
1041784,1037180,212138,212136,ft,ft
4031946,4032403,156592,156596,ft,ft
4031946,4032345,156592,156980,ft,tf
4032403,4031946,156596,156592,tf,tf
4032345,4031946,156980,156592,ft,tf
1040133,1040133,211231,211231,tf,ft
1040133,1040148,211231,211238,tf,tf
1040148,1040148,211238,211238,ft,tf
1040148,1038667,211238,211241,ft,ft
4074938,4074937,156524,156576,tf,tf
4074937,4074938,156576,156524,ft,ft
1036087,1036202,217410,217411,tf,tf
1036202,1036202,217411,217411,ft,tf
1036086,1036086,217425,217425,tf,ft
1036086,1036087,217425,217410,tf,ft
1036125,1036125,217415,217415,ft,tf
1036125,1036127,217415,217428,ft,ft
1034632,1034632,217424,217424,tf,ft
1039855,1038819,218108,221130,tf,ft
1040148,1038665,211238,211244,tf,ft
1063446,4055211,160117,160148,ft,ft
4055211,1063446,160148,160117,tf,tf
1042390,1035597,216858,216826,tf,ft
1034938,1040149,211237,211235,tf,tf
1035259,1035259,216729,216729,tf,ft
1063447,4055212,160165,160166,ft,ft
4055212,1063447,160166,160165,tf,tf
4055209,1063437,160149,160206,ft,ft
1063437,4055209,160206,160149,tf,tf
4162962,4162960,68807,68808,tf,tf
4162960,4162962,68808,68807,ft,ft
4089716,1063310,160170,160211,ft,ft
1063645,1063310,160172,160211,ft,ft
1063310,1063645,160211,160172,tf,tf
1063310,4089716,160211,160170,tf,tf
1063310,4032338,160211,160174,tf,tf
1036195,1036214,217453,217491,tf,tf
1036214,1036195,217491,217453,ft,ft
1037083,1037082,210706,210703,tf,ft
1063659,1063659,217994,217994,ft,tf
1063426,1063659,221497,217994,ft,tf
4032389,4032389,222323,222323,tf,ft
4032389,1063426,222323,221497,tf,tf
1037096,1040150,211258,211289,tf,ft
1036602,1036602,211262,211262,tf,ft
1036602,1037096,211262,211258,tf,ft
1040150,1040150,211289,211289,tf,ft
1040150,1037096,211289,211258,tf,ft
1041796,1034559,210695,210696,tf,ft
1034559,1034559,210696,210696,tf,ft
4056619,4056619,543094,543094,tf,ft
4056619,217922,543094,543097,tf,ft
217922,4056406,543097,543740,tf,tf
217922,216861,543097,543098,tf,tf
216861,4056619,543098,543094,ft,ft
216861,217922,543098,543097,ft,ft
4056406,4056406,543740,543740,ft,tf
4056406,216861,543740,543098,ft,tf
4045396,4045394,210682,210681,ft,tf
1036578,1036578,210684,210684,tf,ft
4032329,4032329,217995,217995,tf,ft
4032360,4032360,217999,217999,ft,tf
4014198,1036611,211288,211316,tf,tf
1040150,1036611,211289,211316,ft,tf
1036611,1040150,211316,211289,ft,tf
1036611,4014198,211316,211288,ft,ft
1036819,1036819,214123,214123,ft,tf
1035666,1035666,216661,216661,tf,ft
1035666,1035671,216661,216683,tf,tf
1035667,1035671,216671,216683,tf,tf
1035667,1035666,216671,216661,tf,ft
1034664,1035671,216674,216683,ft,tf
1034664,1035666,216674,216661,ft,ft
1035671,1035671,216683,216683,ft,tf
1035671,1035666,216683,216661,ft,ft
4159222,4159221,211362,214233,tf,tf
4159221,4159222,214233,211362,ft,ft
1063665,1063665,218045,218045,tf,ft
1063663,1063663,218072,218072,ft,tf
4040794,4040794,217914,217914,ft,tf
4040782,4040794,217915,217914,tf,tf
1063663,1063663,218072,218072,tf,ft
1063663,4040782,218072,217915,tf,ft
1063532,1063532,216525,216525,ft,tf
1063424,1063532,216526,216525,tf,tf
1063660,1063660,217631,217631,tf,ft
1063660,1063424,217631,216526,tf,ft
4042142,4042142,216512,216512,ft,tf
1063670,4042142,216513,216512,tf,tf
1063532,1063532,216525,216525,tf,ft
1063532,1063670,216525,216513,tf,ft
1036130,1036130,217402,217402,tf,ft
1036128,1036128,217417,217417,ft,tf
1036128,1042682,217417,217401,ft,ft
4042143,4042143,216510,216510,ft,tf
4042143,4042133,216510,216529,ft,ft
1063675,1063675,217630,217630,tf,ft
4042144,4042144,216478,216478,tf,ft
4042144,4042141,216478,216477,tf,ft
4042144,4042140,216478,216491,tf,tf
4042144,4042156,216478,216498,tf,ft
1036315,1036315,214028,214028,ft,tf
4164767,4164766,211358,211363,ft,ft
4164766,4164767,211363,211358,tf,tf
4050980,4028403,162329,162331,tf,tf
4028403,4028411,162331,162346,ft,ft
4028403,4050980,162331,162329,ft,ft
4028411,4028403,162346,162331,tf,tf
1041794,1037148,210686,210688,tf,ft
1037156,1041794,210775,210686,ft,ft
1036290,1036290,214250,214250,ft,tf
1041792,4055181,210717,210718,tf,tf
4055181,1041792,210718,210717,ft,ft
1038663,1040147,211281,211314,tf,tf
1042950,1036590,210683,210754,ft,ft
1036578,1036578,210684,210684,ft,tf
1036578,1042950,210684,210683,ft,tf
1036590,1036590,210754,210754,tf,ft
1034729,1034729,214026,214026,ft,tf
4055178,4078632,210719,210720,tf,ft
1034728,1034728,214020,214020,tf,ft
1034728,1036272,214020,214025,tf,tf
1040142,1034572,210773,210772,tf,ft
4078631,1034572,210774,210772,tf,ft
1131910,1131172,99311,99313,tf,ft
1131910,1131262,99311,99312,tf,tf
1131262,1131910,99312,99311,ft,ft
1131172,1131910,99313,99311,tf,ft
1034728,1034728,214020,214020,ft,tf
1034728,1042039,214020,214235,ft,ft
1042038,1042941,214039,214049,ft,ft
4159216,4159223,210729,210730,ft,ft
4159223,4159216,210730,210729,tf,tf
1036573,1036573,214037,214037,ft,tf
1042038,1042038,214039,214039,tf,ft
1036840,1036788,214042,214043,tf,tf
1036788,4045126,214043,214046,ft,ft
1036788,1042044,214043,214045,ft,ft
1036788,1036840,214043,214042,ft,ft
1042044,1036788,214045,214043,tf,tf
4045126,1036788,214046,214043,tf,tf
1042552,1036183,217139,217149,tf,tf
1036475,1042882,211659,211342,ft,tf
1034666,1034667,217073,217077,tf,ft
1034666,4043524,217073,217074,tf,tf
1034678,1034666,217083,217073,ft,ft
1036573,1036573,214037,214037,tf,ft
1036573,1042025,214037,214036,tf,ft
4045353,4045353,211675,211675,ft,tf
1042679,1039791,217136,217137,tf,tf
1039791,1039791,217137,217137,ft,tf
1035115,1035115,217143,217143,tf,ft
1035115,1042679,217143,217136,tf,ft
1075682,4022947,127365,127366,ft,tf
4022947,1075682,127366,127365,ft,tf
4022947,4082486,127366,127378,ft,ft
4082486,4022947,127378,127366,tf,tf
1042403,1042403,217079,217079,tf,ft
1042403,1035670,217079,217080,tf,tf
1042403,1035669,217079,217086,tf,ft
1035670,1042403,217080,217079,ft,ft
1035669,1042403,217086,217079,tf,ft
1053330,1053330,156735,156735,tf,ft
1131228,1132067,99303,99305,ft,ft
1131229,1132067,99304,99305,tf,ft
1132067,1131229,99305,99304,tf,ft
1132067,1131228,99305,99303,tf,tf
4042048,4042048,217081,217081,ft,tf
4042048,1035669,217081,217086,ft,tf
4042048,1039206,217081,217082,ft,ft
1039206,4042048,217082,217081,tf,tf
1035669,4042048,217086,217081,ft,tf
1150590,1150598,68507,68502,tf,ft
1150590,1150584,68507,68501,tf,tf
1034727,1034727,217141,217141,ft,tf
1036184,1036184,217142,217142,tf,ft
1036184,1042703,217142,217140,tf,tf
1036814,1036814,214040,214040,tf,ft
4082486,4082487,127378,127379,ft,ft
4082487,4082486,127379,127378,tf,tf
1034793,1034792,217130,217131,tf,ft
1035115,1039796,217143,217133,ft,ft
1034763,1039805,217223,217147,ft,tf
1150324,1150195,68484,68582,ft,ft
1150324,1150567,68484,68481,ft,tf
1035624,1035624,217087,217087,tf,ft
1035624,1042396,217087,217088,tf,tf
1035623,1035623,217089,217089,ft,tf
1034680,1034680,217090,217090,tf,ft
1034680,1039206,217090,217082,tf,tf
1039974,1039974,217092,217092,ft,tf
4076999,4077000,218056,218057,ft,ft
4077000,4076999,218057,218056,tf,tf
1034677,1034677,217093,217093,tf,ft
1039973,1039973,217096,217096,ft,tf
1039973,1035717,217096,217097,ft,tf
1035717,1034677,217097,217093,ft,ft
1037137,1037137,210831,210831,tf,ft
1037137,1040140,210831,211635,tf,tf
1037137,1037138,210831,211608,tf,tf
1037138,1037137,211608,210831,ft,ft
1040140,1037137,211635,210831,ft,ft
4159214,4159215,214066,214067,ft,ft
4159215,4159214,214067,214066,tf,tf
1034618,1034618,216576,216576,ft,tf
1035623,1035623,217089,217089,tf,ft
1035623,1042396,217089,217088,tf,ft
1131348,1132144,99198,99201,tf,ft
1131350,1132144,99199,99201,ft,ft
1132144,1131348,99201,99198,tf,ft
1132144,1131350,99201,99199,tf,tf
1038807,1036707,214065,214062,tf,tf
4045353,4045353,211675,211675,tf,ft
4045352,4045352,211678,211678,ft,tf
1035720,1035720,216581,216581,tf,ft
1035720,1042432,216581,216575,tf,ft
1039973,1039973,217096,217096,tf,ft
1036569,1036569,214078,214078,ft,tf
1036569,1036809,214078,214082,ft,ft
1034730,1034730,214080,214080,ft,tf
